student_id,C11,C12,C13,C14,C21,C22,C23,C31,C32,C33,C41,C42,C43
SYN-02562,4.7,3.8,4.3,4.1,4.5,4.2,4.2,4.4,4.1,4.7,4.4,4.5,4.2
SYN-02563,3.8,4.1,4.1,3.5,3.9,4.0,3.8,4.0,3.8,3.2,3.5,4.2,3.8
SYN-02564,4.3,4.3,4.0,4.1,4.4,4.4,4.9,4.1,4.8,4.0,4.4,4.3,4.3
SYN-02565,3.9,3.7,4.2,3.6,4.0,4.1,4.3,4.2,4.1,3.7,3.7,3.5,3.5
SYN-02566,4.1,3.8,4.4,3.9,4.1,4.0,3.6,4.4,4.3,4.3,4.2,3.8,3.8
SYN-02567,4.0,4.3,4.0,4.1,3.7,4.2,3.7,3.9,3.7,4.1,4.1,3.4,4.2
SYN-02568,5.0,4.3,4.4,4.8,4.4,4.4,5.0,4.0,4.2,4.6,3.9,4.3,4.3
SYN-02569,4.8,4.7,4.0,4.3,4.3,4.4,4.2,4.6,4.3,4.7,4.5,4.2,4.9
SYN-02570,4.5,4.2,4.0,3.8,4.4,4.4,3.9,3.9,4.3,3.8,3.9,3.8,3.8
SYN-02571,4.0,4.5,3.7,4.3,4.3,4.5,4.3,4.1,4.0,4.5,4.4,4.1,4.5
SYN-02572,3.6,3.7,3.5,3.9,3.4,3.6,3.5,3.8,3.8,3.4,3.8,3.2,4.4
SYN-02573,3.9,4.4,4.2,4.2,3.7,4.3,4.1,4.2,4.1,4.1,3.8,4.0,4.0
SYN-02574,4.0,4.2,4.3,4.3,4.2,4.3,4.3,4.2,4.2,4.5,3.8,4.1,4.3
SYN-02575,4.5,5.0,5.0,5.0,5.0,5.0,4.3,5.0,5.0,4.7,4.5,5.0,4.6
SYN-02576,4.4,3.9,4.2,3.8,4.0,3.8,4.1,3.2,4.1,4.0,3.8,3.7,3.7
SYN-02577,4.8,5.0,4.6,4.2,5.0,4.9,4.6,5.0,5.0,4.9,4.6,4.9,5.0
SYN-02578,4.0,4.6,4.6,4.6,4.6,4.9,4.5,4.5,4.6,4.5,4.1,4.6,4.6
SYN-02579,4.2,4.3,3.3,4.7,4.6,3.9,4.1,4.7,4.0,4.4,4.2,4.4,4.3
SYN-02580,4.7,4.9,4.7,4.3,4.5,4.5,4.3,4.9,4.8,4.9,5.0,5.0,4.9
SYN-02581,4.0,4.5,4.4,5.0,4.3,4.4,4.3,4.3,4.3,4.2,4.4,4.5,4.2
SYN-02582,4.6,4.6,4.1,4.0,4.5,4.2,4.0,4.9,4.0,3.9,4.1,4.4,4.4
SYN-02583,4.7,4.0,4.3,4.5,4.0,4.4,3.6,4.7,4.5,4.0,4.4,4.6,3.8
SYN-02584,4.4,5.0,4.6,4.8,4.6,4.9,4.8,4.7,4.0,4.8,4.8,4.3,4.3
SYN-02585,4.7,4.6,4.0,4.3,4.7,4.8,4.4,4.5,4.3,5.0,4.6,4.4,4.2
SYN-02586,3.6,4.5,3.9,3.9,3.9,3.8,3.9,4.0,4.0,3.6,4.2,3.8,3.8
SYN-02587,3.5,3.4,3.8,4.0,3.5,3.2,3.4,3.6,3.4,3.6,3.6,3.7,3.3
SYN-02588,4.3,4.6,4.6,4.0,4.3,4.3,4.1,4.2,4.3,4.4,3.9,4.4,4.6
SYN-02589,4.2,4.4,3.1,4.1,4.0,4.2,3.6,3.8,4.2,3.6,4.0,3.9,3.9
SYN-02590,4.3,3.8,3.9,4.1,3.8,4.5,3.9,4.4,3.9,4.4,3.7,4.6,4.5
SYN-02591,4.5,4.4,4.8,4.2,4.6,4.4,4.6,4.4,4.4,5.0,4.9,4.2,4.4
SYN-02592,4.3,4.3,3.6,4.2,4.1,3.5,3.9,4.0,4.1,3.6,3.8,3.9,3.9
SYN-02593,4.0,4.1,4.3,4.7,4.4,4.6,4.0,3.9,4.4,4.2,4.4,3.9,4.4
SYN-02594,4.2,4.1,4.1,4.4,4.5,4.1,4.3,4.3,4.4,4.5,4.8,4.1,4.7
SYN-02595,4.5,4.2,4.3,4.6,4.7,4.2,4.3,4.3,4.2,3.9,3.8,4.4,4.6
SYN-02596,3.6,3.0,3.0,3.3,3.4,3.7,3.6,3.3,3.5,3.2,3.4,3.4,3.8
SYN-02597,4.1,3.8,3.8,3.9,3.5,3.9,3.9,4.1,4.2,4.0,3.5,3.6,3.8
SYN-02598,4.5,4.5,4.2,5.0,4.7,4.6,4.5,4.4,4.4,3.7,4.0,4.2,4.3
SYN-02599,4.6,4.7,4.0,4.8,4.6,4.6,4.9,4.3,4.5,4.7,4.4,4.0,4.3
SYN-02600,4.0,4.0,4.0,3.8,3.6,4.1,4.0,4.2,3.8,3.4,3.2,3.9,4.1
SYN-02601,3.5,3.4,3.1,3.0,3.7,3.5,3.4,3.1,3.3,3.6,3.6,3.5,4.0
SYN-02602,4.2,4.8,4.5,4.4,4.7,4.2,4.3,4.0,4.7,4.5,4.7,4.5,4.7
SYN-02603,3.8,4.3,3.9,4.0,4.2,4.7,4.2,4.3,3.8,4.0,3.9,4.4,3.9
SYN-02604,4.2,3.4,4.2,3.5,4.0,3.5,4.0,3.5,4.1,4.0,3.6,4.0,4.1
SYN-02605,3.7,3.7,3.7,3.6,3.7,4.3,4.1,3.5,3.8,3.6,4.2,3.8,3.5
SYN-02606,4.2,4.3,3.8,4.1,3.9,4.5,4.0,3.9,4.1,4.1,4.3,4.5,4.5
SYN-02607,3.9,4.1,4.4,4.4,3.7,4.2,4.1,4.3,4.4,3.7,3.8,4.3,4.0
SYN-02608,2.8,2.9,3.6,3.7,3.0,3.8,3.4,3.1,3.3,3.1,3.2,2.9,3.4
SYN-02609,4.7,4.1,4.5,4.3,4.7,3.8,4.7,4.0,4.5,4.3,4.4,4.1,5.0
SYN-02610,4.3,4.3,5.0,4.7,4.3,4.6,4.6,4.1,4.4,4.6,5.0,4.6,4.6
SYN-02611,4.2,4.8,4.7,4.7,4.5,3.9,4.8,4.4,4.3,4.6,4.5,4.1,4.3
SYN-02612,3.2,3.8,4.2,3.3,3.8,4.0,4.0,3.6,3.5,3.6,4.2,3.3,3.4
SYN-02613,4.0,3.8,4.1,4.6,3.8,4.1,4.1,4.0,3.7,3.9,3.9,4.3,4.3
SYN-02614,3.7,4.1,4.0,4.8,4.3,3.9,4.0,4.1,4.3,4.3,4.3,4.1,4.2
SYN-02615,4.4,3.9,4.4,4.2,3.9,5.0,4.5,4.4,4.3,4.6,4.1,4.3,4.1
SYN-02616,4.7,4.2,4.8,4.4,4.7,4.6,4.8,4.2,4.7,3.9,4.4,4.3,4.0
SYN-02617,3.7,3.8,3.9,3.8,4.0,3.7,3.8,3.9,4.0,4.2,4.2,4.0,4.1
SYN-02618,4.3,4.1,4.5,4.0,3.6,3.9,4.6,4.1,4.3,4.1,4.4,4.2,4.2
SYN-02619,4.5,4.2,4.5,4.3,4.3,4.1,4.3,4.2,4.7,3.9,4.6,3.8,4.5
SYN-02620,4.5,4.9,4.7,4.3,5.0,4.9,4.9,4.5,5.0,4.3,4.0,4.2,4.4
SYN-02621,4.2,4.3,4.3,4.3,3.8,4.5,4.4,4.2,4.9,4.4,4.5,4.7,4.0
SYN-02622,4.5,4.7,4.4,4.1,4.3,4.5,3.8,4.1,5.0,4.6,4.9,4.7,4.6
SYN-02623,4.1,4.3,4.7,4.5,4.3,4.2,4.4,4.1,4.4,4.0,4.1,3.9,4.1
SYN-02624,4.5,5.0,4.4,4.8,4.4,4.7,4.8,4.1,4.3,4.4,4.3,4.7,4.8
SYN-02625,4.0,4.4,4.2,4.3,4.2,4.5,4.8,4.6,4.8,3.9,4.1,4.5,4.8
SYN-02626,4.1,3.6,3.8,4.0,3.8,3.7,3.8,3.9,3.6,4.2,3.8,3.9,4.2
SYN-02627,4.7,5.0,4.4,4.8,4.9,4.4,4.6,4.6,4.8,4.8,4.4,4.7,5.0
SYN-02628,4.8,4.7,4.4,5.0,4.8,4.5,4.5,4.3,4.6,4.6,4.7,4.4,4.0
SYN-02629,4.1,4.3,3.8,4.0,4.4,3.7,4.0,4.5,4.1,3.9,4.0,4.3,4.0
SYN-02630,4.2,4.1,4.1,4.2,3.9,3.7,4.2,4.0,3.9,4.2,4.4,4.0,4.0
SYN-02631,3.9,4.2,4.4,4.3,4.2,4.5,4.3,5.0,4.4,3.5,4.0,4.5,4.1
SYN-02632,4.2,4.0,4.2,4.4,4.5,4.1,4.6,4.0,4.5,4.5,4.1,4.0,4.5
SYN-02633,4.1,4.2,4.5,4.4,4.0,4.3,4.0,4.5,4.7,4.0,4.3,4.5,4.3
SYN-02634,4.5,4.3,4.0,4.3,4.6,4.4,4.8,3.8,4.4,4.1,4.0,4.7,4.2
SYN-02635,4.7,4.9,4.1,5.0,5.0,5.0,4.9,4.7,4.5,5.0,5.0,4.9,4.9
SYN-02636,4.7,4.4,5.0,4.5,4.4,4.9,4.6,4.6,5.0,4.8,4.8,4.1,4.7
SYN-02637,4.0,4.1,4.3,4.3,4.5,4.5,4.5,3.9,5.0,4.3,4.6,3.5,4.2
SYN-02638,4.1,4.3,4.5,4.4,4.9,5.0,4.2,4.4,4.2,4.9,4.6,4.5,4.6
SYN-02639,3.7,3.6,3.9,3.8,3.9,3.3,3.9,3.6,3.9,4.1,3.7,4.2,3.3
SYN-02640,4.8,4.7,4.1,4.1,3.9,4.6,4.2,4.2,4.0,4.9,4.0,4.3,4.4
SYN-02641,4.7,4.7,4.7,5.0,4.7,5.0,4.6,5.0,4.3,4.6,4.6,4.5,4.9
SYN-02642,4.1,3.4,4.7,4.2,4.1,4.5,4.4,4.0,3.5,4.3,3.8,4.5,3.9
SYN-02643,3.8,3.5,3.5,3.9,3.8,3.8,4.5,4.1,3.9,3.1,4.2,4.8,3.8
SYN-02644,3.7,4.0,3.5,4.1,4.4,3.8,3.8,3.9,3.8,3.5,3.9,3.8,4.4
SYN-02645,4.2,4.2,4.1,3.9,3.6,4.2,3.9,3.4,3.5,3.4,3.2,3.9,3.4
SYN-02646,3.7,3.9,3.9,3.7,4.4,3.5,3.5,4.1,3.7,3.7,3.6,4.0,4.0
SYN-02647,4.1,3.9,3.8,4.0,4.4,4.5,4.4,4.2,4.4,3.7,3.9,4.2,4.0
SYN-02648,3.8,4.0,4.0,3.4,3.7,3.4,3.5,3.2,3.7,3.2,3.8,4.1,3.9
SYN-02649,4.2,4.7,4.3,3.9,4.2,4.8,3.9,3.8,4.4,4.1,4.0,3.8,3.6
SYN-02650,4.1,5.0,4.5,3.9,4.9,4.9,4.9,4.4,4.4,4.6,4.9,4.3,4.3
SYN-02651,4.1,4.2,3.9,4.1,3.9,3.8,3.6,3.5,3.7,3.6,4.0,4.2,3.9
SYN-02652,4.5,5.0,4.8,4.9,4.6,5.0,5.0,4.7,4.9,5.0,4.6,4.7,4.8
SYN-02653,4.0,4.5,4.7,4.3,4.5,4.8,4.3,4.5,4.2,4.2,4.5,4.5,4.5
SYN-02654,4.6,4.7,5.0,4.9,4.7,4.7,4.5,4.5,4.7,4.6,4.8,4.9,4.5
SYN-02655,3.4,4.6,3.8,4.0,4.2,4.4,4.5,3.9,4.3,4.0,4.8,4.3,3.9
SYN-02656,4.3,3.7,4.7,4.8,4.7,3.8,4.1,4.6,5.0,4.5,4.8,4.2,4.6
SYN-02657,3.7,4.2,3.7,4.3,3.7,3.5,3.5,3.6,3.9,3.6,3.6,4.1,2.9
SYN-02658,4.4,4.1,4.3,4.6,4.5,4.4,4.9,4.5,5.0,4.7,4.2,5.0,4.6
SYN-02659,4.8,4.2,4.3,4.4,4.2,4.6,4.8,3.6,4.5,4.0,3.5,4.4,4.4
SYN-02660,4.6,4.5,4.7,4.2,4.5,4.6,4.8,4.4,4.3,4.4,4.0,4.6,4.0
SYN-02661,3.9,3.8,3.3,3.3,3.5,3.7,4.2,3.8,4.0,4.2,4.1,3.8,3.6
SYN-02662,4.0,3.7,4.4,4.1,3.9,4.0,3.9,3.8,4.0,3.8,4.5,3.7,4.0
SYN-02663,4.2,4.2,3.9,4.5,4.2,4.7,4.5,4.5,4.0,4.6,4.2,4.0,4.5
SYN-02664,3.5,3.2,4.3,3.7,3.3,3.6,3.7,4.2,3.4,3.5,4.2,3.7,3.9
SYN-02665,4.2,5.0,4.0,4.4,4.8,4.2,4.1,4.6,4.7,4.1,4.8,4.4,4.5
SYN-02666,4.2,4.0,3.7,3.5,4.5,3.5,3.8,3.9,3.9,4.4,3.7,3.7,4.2
SYN-02667,4.5,4.8,4.6,4.8,4.7,4.4,3.9,4.0,3.9,4.5,3.8,4.4,4.5
SYN-02668,4.0,3.9,4.0,3.9,3.7,3.7,3.5,3.8,3.3,4.1,3.5,3.8,3.9
SYN-02669,4.7,3.9,4.3,4.6,4.9,4.4,4.2,5.0,4.6,4.8,4.0,4.5,4.1
SYN-02670,4.0,4.6,4.6,4.3,4.8,4.3,4.3,4.4,4.3,4.8,4.1,4.2,4.1
SYN-02671,4.5,3.9,3.7,3.9,4.2,4.2,3.8,3.8,3.5,4.0,4.3,3.8,4.1
SYN-02672,4.2,4.1,4.6,5.0,4.6,4.3,4.3,5.0,4.5,4.2,4.4,4.5,4.5
SYN-02673,4.7,4.7,4.4,4.3,4.4,4.1,4.6,4.2,4.4,4.8,4.5,4.4,4.1
SYN-02674,4.0,3.7,4.2,3.4,4.3,4.2,4.0,3.9,4.0,3.5,4.3,4.0,4.5
SYN-02675,4.0,3.9,4.0,3.6,3.7,3.9,3.8,3.7,3.8,3.9,4.5,3.7,3.6
SYN-02676,3.5,4.0,4.0,4.1,3.5,3.7,3.2,3.4,3.2,3.7,3.5,3.6,3.3
SYN-02677,4.6,3.6,4.2,4.3,3.7,4.4,4.3,4.5,4.9,4.4,4.6,4.7,4.5
SYN-02678,3.4,3.2,3.8,3.5,4.0,3.5,3.6,3.3,3.5,3.4,3.4,3.6,3.5
SYN-02679,5.0,4.5,4.6,4.2,4.3,4.1,5.0,4.2,4.1,4.0,4.3,4.7,4.6
SYN-02680,3.9,3.9,4.5,4.7,4.1,4.5,3.7,3.9,3.8,4.2,4.1,4.2,4.5
SYN-02681,4.2,4.5,4.0,4.8,4.8,4.5,4.5,4.3,4.0,4.5,4.7,5.0,4.3
SYN-02682,4.2,4.4,4.4,3.9,4.0,3.9,3.8,4.5,4.1,4.1,4.2,4.1,4.0
SYN-02683,3.9,4.6,3.9,3.8,4.1,4.7,3.8,4.3,4.0,4.2,4.4,3.6,3.8
SYN-02684,4.7,4.5,4.5,4.7,4.2,4.8,4.7,4.5,4.6,4.8,4.3,4.7,5.0
SYN-02685,4.5,4.3,5.0,4.4,4.7,4.2,4.6,4.2,4.4,4.1,4.9,4.3,4.0
SYN-02686,4.3,4.5,4.3,4.1,4.6,4.7,3.8,4.0,4.3,4.2,4.5,4.9,4.2
SYN-02687,4.8,3.9,4.5,4.2,4.5,3.8,4.0,4.5,4.2,4.3,4.9,4.4,4.6
SYN-02688,3.4,3.3,3.6,3.2,3.5,3.7,3.6,3.8,3.8,3.3,3.4,3.0,3.6
SYN-02689,4.7,4.9,4.5,4.9,4.6,4.5,4.3,3.7,4.8,4.4,4.9,4.2,5.0
SYN-02690,4.3,4.2,4.4,4.5,4.4,4.3,3.9,4.2,4.7,4.2,3.9,4.1,4.4
SYN-02691,3.6,3.8,3.6,4.1,4.0,4.5,3.7,3.8,4.2,4.0,3.6,4.0,4.0
SYN-02692,3.6,3.9,4.2,4.5,4.3,3.9,3.9,4.4,3.4,3.9,4.5,4.2,3.9
SYN-02693,3.8,4.4,4.2,4.1,4.3,4.2,4.2,3.8,3.9,4.4,4.4,4.3,4.0
SYN-02694,4.4,4.0,4.5,3.9,4.0,4.1,4.4,4.1,4.2,4.0,4.2,4.1,3.9
SYN-02695,4.4,4.4,5.0,4.1,4.1,4.4,4.0,4.0,3.9,4.1,4.1,3.9,4.2
SYN-02696,4.0,4.8,4.5,4.6,4.9,4.8,4.5,4.8,5.0,4.4,4.9,4.4,5.0
SYN-02697,4.4,4.4,4.9,4.8,4.4,4.6,4.4,4.1,4.6,4.5,4.3,5.0,4.3
SYN-02698,3.8,4.1,3.7,3.5,3.8,3.9,4.0,4.3,3.6,3.8,3.4,3.9,3.8
SYN-02699,4.4,4.2,4.3,4.5,4.1,4.3,4.4,4.0,4.1,4.2,4.9,4.2,4.4
SYN-02700,4.4,4.4,4.2,4.9,4.3,4.9,4.8,4.6,4.9,5.0,4.8,4.3,5.0
SYN-02701,4.4,5.0,4.2,4.7,4.3,5.0,4.3,5.0,4.5,4.6,4.8,4.1,4.6
SYN-02702,4.5,4.6,4.6,4.8,4.7,4.4,4.6,3.9,4.9,5.0,4.6,4.1,4.8
SYN-02703,4.7,5.0,5.0,5.0,5.0,4.9,5.0,5.0,4.9,4.7,5.0,4.6,4.9
SYN-02704,4.1,4.4,4.4,4.3,4.9,4.9,5.0,4.5,4.4,4.8,4.6,4.6,3.8
SYN-02705,4.5,4.5,4.3,4.5,4.5,4.1,4.2,4.0,4.7,4.6,4.0,4.5,4.4
SYN-02706,4.4,4.6,4.8,4.8,5.0,4.6,4.5,4.7,4.5,4.4,4.3,3.5,4.8
SYN-02707,3.8,4.0,4.3,4.2,4.9,3.8,4.9,4.7,4.5,4.7,4.4,3.7,4.4
SYN-02708,3.8,4.0,4.2,3.9,4.5,4.1,4.3,4.2,4.2,3.9,3.9,4.2,3.9
SYN-02709,4.5,3.7,4.8,4.2,4.1,3.9,4.3,4.0,4.2,4.3,4.3,4.4,4.2
SYN-02710,4.5,4.1,4.8,4.8,5.0,4.7,4.9,5.0,4.9,5.0,4.5,4.5,4.7
SYN-02711,3.3,3.9,3.7,4.0,3.8,3.6,4.3,3.9,4.2,4.0,4.1,3.5,4.3
SYN-02712,5.0,4.7,4.8,5.0,4.6,4.3,4.6,4.8,4.7,5.0,4.4,4.5,4.4
SYN-02713,4.5,3.9,4.6,4.1,4.1,4.9,4.7,4.4,4.0,5.0,4.3,4.4,4.6
SYN-02714,3.1,3.5,3.7,3.7,3.3,3.8,3.7,4.2,4.0,3.6,3.7,4.0,3.8
SYN-02715,3.9,5.0,4.0,5.0,4.5,4.1,3.6,4.6,3.9,4.4,4.9,4.0,4.6
SYN-02716,3.2,3.8,3.5,3.5,3.8,3.7,3.2,4.0,3.0,3.5,3.2,3.0,3.1
SYN-02717,4.4,4.5,4.7,4.9,4.5,4.3,4.7,4.2,3.9,4.7,4.8,4.2,5.0
SYN-02718,4.7,4.6,4.4,4.8,4.1,4.4,4.3,4.1,4.8,4.6,4.8,4.4,4.8
SYN-02719,4.0,3.9,3.8,3.4,4.3,4.3,4.9,3.9,3.8,3.5,4.3,4.2,4.5
SYN-02720,4.0,4.5,4.1,4.6,4.4,3.8,4.2,3.7,3.9,3.9,4.1,4.2,4.3
SYN-02721,4.9,4.9,5.0,4.5,4.9,5.0,4.8,5.0,5.0,5.0,5.0,5.0,5.0
SYN-02722,4.2,4.2,3.7,3.7,3.9,4.5,4.0,4.1,3.4,4.1,4.0,3.2,4.1
SYN-02723,3.3,3.6,4.1,3.9,3.7,3.7,3.7,3.9,3.5,4.2,3.5,3.3,4.1
SYN-02724,4.6,4.7,4.9,4.5,4.8,4.9,5.0,4.6,4.6,4.9,4.8,4.7,5.0
SYN-02725,4.4,4.5,4.4,5.0,5.0,4.5,4.8,4.9,4.2,4.9,4.5,5.0,4.5
SYN-02726,4.3,4.6,4.5,4.4,4.2,3.8,4.1,4.1,4.1,3.7,4.3,3.8,4.7
SYN-02727,4.6,4.8,4.8,5.0,4.6,4.4,4.4,5.0,4.2,4.3,4.6,4.5,4.8
SYN-02728,4.3,4.6,4.6,4.3,4.9,4.6,4.6,4.4,4.6,4.4,4.9,5.0,5.0
SYN-02729,4.1,3.8,3.8,4.1,4.0,3.9,3.9,4.3,3.8,4.3,4.0,3.8,3.7
SYN-02730,4.0,4.2,3.9,4.3,3.9,4.0,3.6,4.2,3.9,4.5,4.2,4.1,4.4
SYN-02731,4.8,4.9,4.4,4.8,4.8,4.2,5.0,4.3,4.2,3.8,4.8,4.1,4.5
SYN-02732,5.0,4.8,4.6,4.3,4.8,5.0,5.0,5.0,4.6,4.4,4.9,4.9,4.8
SYN-02733,4.2,3.6,4.1,4.6,4.5,4.7,4.5,4.6,4.6,4.4,4.4,3.5,4.2
SYN-02734,3.7,3.9,3.6,4.2,3.6,4.2,3.6,3.7,3.7,3.7,4.2,3.8,3.8
SYN-02735,4.7,4.8,5.0,4.8,4.9,5.0,5.0,4.6,4.9,4.7,5.0,4.9,5.0
SYN-02736,3.8,4.0,3.7,4.0,3.6,4.1,4.0,4.1,4.3,4.1,3.6,3.8,4.0
SYN-02737,4.0,4.0,4.6,4.1,4.2,3.5,4.3,4.9,4.5,4.0,4.8,4.1,4.2
SYN-02738,4.2,4.2,3.6,4.6,4.2,4.3,4.4,4.2,4.4,4.7,4.4,4.3,4.3
SYN-02739,4.8,4.5,4.8,4.9,4.8,4.6,4.7,4.9,4.4,4.5,4.3,4.8,5.0
SYN-02740,4.9,5.0,4.3,4.6,4.4,5.0,4.9,4.5,4.3,3.5,4.1,3.9,4.1
SYN-02741,4.9,4.0,4.0,4.1,5.0,4.3,4.6,4.4,3.7,4.8,4.5,4.3,4.9
SYN-02742,4.3,4.3,4.3,4.7,4.6,4.4,4.0,4.3,4.0,4.7,3.9,4.8,4.7
SYN-02743,3.9,4.1,4.0,4.3,4.6,4.6,4.1,4.6,4.6,4.2,4.2,4.7,4.5
SYN-02744,4.8,5.0,4.6,4.5,4.8,5.0,4.2,4.3,4.1,4.5,4.7,4.1,4.7
SYN-02745,3.2,3.2,3.7,3.1,2.9,3.5,3.3,3.7,3.6,2.8,3.7,3.9,3.6
SYN-02746,4.4,4.0,4.0,4.2,4.4,4.4,4.0,3.9,3.6,4.3,4.0,4.0,4.6
SYN-02747,4.5,4.4,4.5,4.7,3.8,4.1,4.2,4.0,4.2,3.8,4.6,4.1,4.3
SYN-02748,3.8,4.0,3.1,3.9,3.7,3.9,3.4,3.9,4.2,3.9,3.6,3.6,4.0
SYN-02749,4.5,4.4,4.3,4.4,4.3,4.2,4.6,4.4,4.7,4.7,4.4,4.5,4.0
SYN-02750,4.1,4.2,3.7,4.3,3.8,3.9,4.0,4.1,3.7,4.4,4.2,4.7,4.2
SYN-02751,5.0,4.6,4.5,5.0,4.5,5.0,5.0,5.0,5.0,4.9,4.7,4.8,4.6
SYN-02752,4.4,4.8,5.0,4.4,5.0,5.0,4.9,4.9,4.7,4.8,4.6,4.8,4.8
SYN-02753,4.6,4.2,4.0,4.0,3.8,3.9,4.3,3.9,3.9,3.9,3.8,4.4,4.1
SYN-02754,4.1,4.2,4.2,3.9,3.7,4.5,4.4,4.3,4.4,4.7,4.0,3.8,4.3
SYN-02755,3.7,4.2,4.1,4.4,4.0,4.5,4.0,4.4,4.0,4.3,3.9,4.2,4.6
SYN-02756,4.1,4.4,4.0,3.9,4.1,4.2,3.5,4.2,3.8,3.7,4.2,4.4,4.1
SYN-02757,3.9,4.1,4.1,4.3,4.2,4.4,4.6,4.4,4.5,4.2,5.0,4.4,4.5
SYN-02758,4.5,4.0,3.7,4.3,4.3,4.0,4.5,3.9,4.2,4.4,4.0,4.1,4.2
SYN-02759,3.7,3.6,4.2,3.9,3.7,3.8,4.0,3.3,4.0,3.9,4.3,3.7,4.2
SYN-02760,4.4,4.5,4.5,5.0,4.0,4.6,4.4,4.4,4.6,4.7,4.6,4.8,4.3
SYN-02761,4.4,4.1,5.0,4.4,4.3,4.6,4.8,4.2,4.8,4.3,4.8,4.3,4.6
SYN-02762,3.9,3.6,3.5,3.7,4.2,3.3,4.0,4.0,3.4,3.7,3.7,3.9,4.4
SYN-02763,4.8,4.4,4.3,4.0,4.4,4.2,4.5,4.5,4.4,4.4,4.3,4.4,4.9
SYN-02764,4.1,4.1,4.3,4.3,4.4,4.2,4.0,3.8,3.7,4.2,3.9,3.6,3.4
SYN-02765,4.9,4.0,4.1,4.7,3.9,4.4,4.8,4.9,4.2,4.3,4.2,4.3,4.7
SYN-02766,4.1,4.7,4.4,4.9,4.9,4.4,4.5,4.8,4.8,3.7,4.8,5.0,4.6
SYN-02767,4.5,4.6,4.3,4.4,4.2,4.2,4.0,4.2,4.8,3.9,4.4,4.3,4.6
SYN-02768,4.9,4.1,4.2,4.2,4.2,4.2,4.5,4.1,4.1,4.1,4.5,4.3,4.3
SYN-02769,3.8,3.5,4.5,3.9,4.8,4.3,4.6,4.3,4.1,3.8,3.7,4.4,4.1
SYN-02770,4.3,4.4,4.2,4.0,4.4,4.1,4.2,4.3,4.1,3.6,4.4,4.5,3.6
SYN-02771,3.8,4.7,4.2,4.1,4.0,3.8,4.1,4.4,4.1,4.3,4.7,4.0,4.2
SYN-02772,4.2,3.7,4.0,4.5,3.8,4.3,3.9,4.5,3.4,4.0,3.5,3.7,3.7
SYN-02773,4.1,3.8,4.1,4.3,3.7,3.9,4.9,4.2,3.6,3.7,4.2,4.2,4.0
SYN-02774,4.3,4.4,3.6,3.9,3.9,4.0,3.5,4.2,3.6,3.8,3.7,3.6,3.7
SYN-02775,3.7,3.4,4.0,3.8,4.2,4.2,4.0,4.5,4.0,3.6,4.0,4.4,3.5
SYN-02776,4.1,4.3,4.9,4.5,4.1,4.3,3.5,3.8,4.3,4.1,4.2,4.1,4.1
SYN-02777,4.1,3.8,4.0,3.7,3.9,4.5,4.1,4.3,4.1,4.0,3.8,4.0,4.2
SYN-02778,4.3,4.2,4.3,3.7,4.4,3.8,4.4,4.3,3.6,4.3,4.4,4.5,3.9
SYN-02779,4.2,4.4,4.4,4.3,4.1,4.5,4.5,4.1,3.9,4.0,4.6,4.5,4.2
SYN-02780,4.3,3.8,4.3,4.0,4.4,4.7,4.1,4.4,4.7,4.4,4.2,4.4,4.7
SYN-02781,4.6,4.5,4.9,4.7,4.1,4.7,4.8,4.1,3.8,4.2,4.5,4.8,4.2
SYN-02782,4.1,3.1,4.0,3.9,4.6,3.4,4.0,3.4,3.8,3.5,4.7,3.9,3.9
SYN-02783,3.8,3.4,4.1,4.0,4.1,3.4,4.1,4.1,3.7,4.0,3.9,3.3,3.7
SYN-02784,3.7,3.9,4.1,3.3,3.7,3.6,3.6,3.6,3.9,4.0,3.9,3.9,4.0
SYN-02785,4.7,4.1,4.3,4.3,4.6,4.2,3.8,4.1,4.1,4.3,3.8,4.4,4.0
SYN-02786,4.3,4.2,4.1,4.1,4.3,4.7,3.5,4.2,4.1,4.0,3.4,4.3,4.0
SYN-02787,3.7,3.9,3.8,3.4,4.0,4.1,3.8,4.0,4.0,4.2,3.9,4.2,3.8
SYN-02788,4.3,3.6,3.5,3.7,3.5,3.4,4.0,2.8,3.5,3.3,3.8,3.1,3.9
SYN-02789,4.2,3.6,4.1,4.2,4.3,3.6,3.6,4.5,3.8,3.9,4.2,3.7,4.0
SYN-02790,4.5,3.8,4.1,3.9,4.0,4.6,4.7,4.3,4.4,4.4,4.1,4.3,3.9
SYN-02791,4.1,4.4,4.1,4.0,4.2,4.8,4.9,4.4,4.6,4.2,3.8,4.1,4.3
SYN-02792,4.0,4.0,3.9,3.8,4.1,3.6,4.2,3.8,4.6,3.9,3.9,3.8,3.9
SYN-02793,4.2,4.0,4.4,4.2,4.1,4.2,4.4,4.3,4.1,4.2,3.7,4.8,4.2
SYN-02794,4.1,3.9,3.2,3.8,3.9,3.6,3.6,3.8,4.1,4.3,3.9,3.7,3.8
SYN-02795,4.2,4.3,4.3,4.1,4.3,4.3,4.1,3.7,3.9,4.7,3.7,4.6,3.7
SYN-02796,3.7,3.8,4.4,3.9,3.8,3.6,4.1,3.7,3.8,3.8,4.1,4.1,3.6
SYN-02797,4.2,4.2,4.5,4.7,4.5,3.7,4.6,4.0,4.2,4.5,4.4,4.7,4.2
